episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,,,,,,,,,,
1.3199999704957,0.199999995529652,0.211533550944433,58.5019015856299,17091,5,1000000,0,1000000,False,17091,1,,,,,,,,,,
1.55999996513128,0.03999999910593,0.252666468840789,72.0688959354281,13876,5,2000000,0,2000000,False,30967,2,,,,,,,,,,
1.03999997675419,0.03999999910593,0.203788252957614,55.5461312003555,18003,5,3000000,0,3000000,False,48970,3,,,,,,,,,,
1.59999996423721,0.03999999910593,0.28465804272344,56.9428278571835,17561,5,4000000,0,4000000,False,66531,4,,,,,,,,,,
2.75999993830919,0.03999999910593,0.929770019493452,129.827335325451,7697,5,5000000,0,5000000,False,74228,5,,,,,,,,,,
2.67999994009733,0.03999999910593,1.12460353625022,187.439175257732,5335,5,6000000,0,6000000,False,79563,6,,,,,,,,,,
2.35999994724989,0.119999997317791,1.41516214771994,212.060207759169,4717,5,7000000,0,7000000,False,84280,7,,,,,,,,,,
2.11999995261431,0.079999998211861,1.38329154575489,215.913822894168,4630,5,8000000,0,8000000,False,88910,8,,,,,,,,,,
1.99999995529652,0.079999998211861,1.33223145170379,231.490740740741,4320,5,9000000,0,9000000,False,93230,9,,,,,,,,,,
1.91999995708466,0.119999997317791,1.4075910112884,226.165799592852,4421,5,10000000,0,10000000,False,97651,10,,,,,,,,,,
1.91999995708466,0.03999999910593,1.37161000709474,222.223850766156,4503,5,11000000,0,11000000,False,102154,11,,,,,,,,,,
1.75999996066093,0.119999997317791,1.38894660468548,231.910672853828,4310,5,12000000,0,12000000,False,106464,12,,,,,,,,,,
1.87999995797873,0.03999999910593,1.1921404132859,211.595389170897,4728,5,13000000,0,13000000,False,111192,13,,,,,,,,,,
1.8399999588728,0.119999997317791,1.47342207092797,221.876608965823,4506,5,14000000,0,14000000,False,115698,14,,,,,,,,,,
1.87999995797873,0.119999997317791,1.50660261835956,228.606995884774,4374,5,15000000,0,15000000,False,120072,15,,,,,,,,,,
1.95999995619059,0.159999996423721,1.52161443444979,220.605205116895,4534,5,16000000,0,16000000,False,124606,16,,,,,,,,,,
1.95999995619059,0.119999997317791,1.26053269947305,206.486888292381,4843,5,17000000,0,17000000,False,129449,17,,,,,,,,,,
1.99999995529652,0.159999996423721,1.55257819359158,220.296826795945,4538,5,18000000,0,18000000,False,133987,18,,,,,,,,,,
1.91999995708466,0.119999997317791,1.52414518652093,229.8125,4352,5,19000000,0,19000000,False,138339,19,,,,,,,,,,
1.8399999588728,0.03999999910593,1.15782197280861,218.654275092937,4573,5,20000000,0,20000000,False,142912,20,,,,,,,,,,
1.8399999588728,0.119999997317791,1.34189377531607,221.255752212389,4520,5,21000000,0,21000000,False,147432,21,,,,,,,,,,
1.95999995619059,0.03999999910593,1.30153263422506,209.392378559464,4776,5,22000000,0,22000000,False,152208,22,,,,,,,,,,
1.95999995619059,0.279999993741512,1.54491860796024,232.483960948396,4302,5,23000000,0,23000000,False,156510,23,,,,,,,,,,
1.95999995619059,0.119999997317791,1.56344430377932,237.90271170314,4204,5,24000000,0,24000000,False,160714,24,,,,,,,,,,
1.95999995619059,0.119999997317791,1.56387348283126,246.947875494071,4048,5,25000000,0,25000000,False,164762,25,,,,,,,,,,
1.87999995797873,0.119999997317791,1.49247107775178,222.218,4500,5,26000000,0,26000000,False,169262,26,,,,,,,,,,
1.91999995708466,0.119999997317791,1.59954330068731,232.996505125815,4292,5,27000000,0,27000000,False,173554,27,,,,,,,,,,
1.87999995797873,0.159999996423721,1.54272160619255,213.560563982055,4681,5,28000000,0,28000000,False,178235,28,,,,,,,,,,
1.87999995797873,0.119999997317791,1.49357406923659,220.262497247302,4541,5,29000000,0,29000000,False,182776,29,,,,,,,,,,
1.91999995708466,0.119999997317791,1.52674378252994,226.928295892898,4407,5,30000000,0,30000000,False,187183,30,,,,,,,,,,
1.91999995708466,0.159999996423721,1.47307174594187,222.954302273741,4486,5,31000000,0,31000000,False,191669,31,,,,,,,,,,
1.95999995619059,0.119999997317791,1.57235451030968,227.181136363636,4400,5,32000000,0,32000000,False,196069,32,,,,,,,,,,
1.91999995708466,0.03999999910593,1.52852455599875,230.933733548834,4331,5,33000000,0,33000000,False,200400,33,,,,,,,,,,
1.91999995708466,0.03999999910593,1.55573529167198,219.7322488459,4549,5,34000000,0,34000000,False,204949,34,,,,,,,,,,
1.87999995797873,0.119999997317791,1.13263036017127,189.093159486017,5292,5,35000000,0,35000000,False,210241,35,,,,,,,,,,
2.03999995440245,0.03999999910593,1.04511801592615,180.218958370878,5549,5,36000000,0,36000000,False,215790,36,,,,,,,,,,
1.95999995619059,0.03999999910593,0.900604936138132,182.055575801749,5488,5,37000000,0,37000000,False,221278,37,,,,,,,,,,
1.91999995708466,0.03999999910593,1.21401575448118,213.378545532096,4689,5,38000000,0,38000000,False,225967,38,,,,,,,,,,
1.79999995976686,0.119999997317791,1.45475376407829,230.158536585366,4346,5,39000000,0,39000000,False,230313,39,,,,,,,,,,
1.8399999588728,0.119999997317791,1.47313018410135,208.642111853088,4792,5,40000000,0,40000000,False,235105,40,,,,,,,,,,
1.87999995797873,0.03999999910593,1.58254999835786,224.896334607601,4447,5,41000000,0,41000000,False,239552,41,,,,,,,,,,
2.19999995082617,0.119999997317791,1.33645922007543,209.552692227111,4773,5,42000000,0,42000000,False,244325,42,,,,,,,,,,
1.95999995619059,0.119999997317791,1.50257630229266,238.504770992366,4192,5,43000000,0,43000000,False,248517,43,,,,,,,,,,
1.87999995797873,0.03999999910593,1.40647988170062,217.164169381107,4605,5,44000000,0,44000000,False,253122,44,,,,,,,,,,
1.91999995708466,0.119999997317791,1.59720866557033,215.379926771484,4643,5,45000000,0,45000000,False,257765,45,,,,,,,,,,
1.91999995708466,0.159999996423721,1.61880063949266,211.148648648649,4736,5,46000000,0,46000000,False,262501,46,,,,,,,,,,
1.79999995976686,0.03999999910593,1.51388284904496,224.78018018018,4440,5,47000000,0,47000000,False,266941,47,,,,,,,,,,
1.95999995619059,0.119999997317791,1.59232424211469,216.058214747736,4638,5,48000000,0,48000000,False,271579,48,,,,,,,,,,
1.95999995619059,0.119999997317791,1.53175626828359,210.056512605042,4760,5,49000000,0,49000000,False,276339,49,,,,,,,,,,
1.87999995797873,0.119999997317791,1.62689730030799,227.614841793763,4393,5,50000000,0,50000000,False,280732,50,,,,,,,,,,
1.91999995708466,0.119999997317791,1.58054204741108,203.623395149786,4907,5,51000000,0,51000000,False,285639,51,,,,,,,,,,
1.75999996066093,0.119999997317791,1.48883819556887,219.447172292854,4562,5,52000000,0,52000000,False,290201,52,,,,,,,,,,
1.95999995619059,0.03999999910593,1.46587177360007,224.056701030928,4462,5,53000000,0,53000000,False,294663,53,,,,,,,,,,
1.95999995619059,0.119999997317791,1.53186186465048,205.556103575832,4866,5,54000000,0,54000000,False,299529,54,,,,,,,,,,
1.79999995976686,0.119999997317791,1.473630437078,202.600486223663,4936,5,55000000,0,55000000,False,304465,55,,,,,,,,,,
1.91999995708466,0.03999999910593,1.48711967873148,224.898739873987,4444,5,56000000,0,56000000,False,308909,56,,,,,,,,,,
1.75999996066093,0.119999997317791,1.5466119741115,241.2175066313,4147,5,57000000,0,57000000,False,313056,57,,,,,,,,,,
1.8399999588728,0.119999997317791,1.58040471610503,219.883413990321,4546,5,58000000,0,58000000,False,317602,58,,,,,,,,,,
1.91999995708466,0.159999996423721,1.61388696188461,227.033356024506,4407,5,59000000,0,59000000,False,322009,59,,,,,,,,,,
1.719999961555,0.079999998211861,1.52725371075655,226.881525192919,4406,5,60000000,0,60000000,False,326415,60,,,,,,,,,,
1.79999995976686,0.03999999910593,1.1086299644327,179.878820568141,5562,5,61000000,0,61000000,False,331977,61,,,,,,,,,,
1.719999961555,0.119999997317791,1.32594641542281,230.792012927054,4332,5,62000000,0,62000000,False,336309,62,,,,,,,,,,
1.719999961555,0.03999999910593,0.987715954254188,197.213609467456,5070,5,63000000,0,63000000,False,341379,63,,,,,,,,,,
1.75999996066093,0.119999997317791,1.3909546977309,224.049081129538,4462,5,64000000,0,64000000,False,345841,64,,,,,,,,,,
1.8399999588728,0.119999997317791,1.54044756140257,221.688677154886,4513,5,65000000,0,65000000,False,350354,65,,,,,,,,,,
1.719999961555,0.119999997317791,1.51949517519765,233.660200981538,4279,5,66000000,0,66000000,False,354633,66,,,,,,,,,,
1.95999995619059,0.119999997317791,1.5570026654683,225.040729072907,4444,5,67000000,0,67000000,False,359077,67,,,,,,,,,,
2.43999994546175,0.159999996423721,1.52399427333645,237.204459203036,4216,5,68000000,0,68000000,False,363293,68,,,,,,,,,,
1.8399999588728,0.199999995529652,1.62405542297163,216.543544194107,4616,5,69000000,0,69000000,False,367909,69,,,,,,,,,,
1.79999995976686,0.03999999910593,1.40951506456076,228.795288197621,4372,5,70000000,0,70000000,False,372281,70,,,,,,,,,,
2.2399999499321,0.119999997317791,1.42189682136498,218.519230769231,4576,5,71000000,0,71000000,False,376857,71,,,,,,,,,,
1.75999996066093,0.119999997317791,1.59688650784242,219.918865435356,4548,5,72000000,0,72000000,False,381405,72,,,,,,,,,,
1.99999995529652,0.159999996423721,1.60319996416569,215.045376344086,4650,5,73000000,0,73000000,False,386055,73,,,,,,,,,,
1.79999995976686,0.119999997317791,1.50485287685839,208.63926559566,4793,5,74000000,0,74000000,False,390848,74,,,,,,,,,,
1.51999996602535,0.119999997317791,0.914863225188098,260.184943995832,3839,5,75000000,0,75000000,False,394687,75,,,,,,,,,,
1.67999996244907,0.119999997317791,0.89792256416824,278.498189919243,3591,5,76000000,0,76000000,False,398278,76,,,,,,,,,,
1.67999996244907,0.119999997317791,1.01919966182388,197.215060122216,5073,5,77000000,0,77000000,False,403351,77,,,,,,,,,,
1.75999996066093,0.03999999910593,1.00745476649704,167.448760884126,5972,5,78000000,0,78000000,False,409323,78,,,,,,,,,,
1.99999995529652,0.119999997317791,1.42297942765339,216.342702702703,4625,5,79000000,0,79000000,False,413948,79,,,,,,,,,,
1.75999996066093,0.119999997317791,1.30900698272965,226.123275277087,4421,5,80000000,0,80000000,False,418369,80,,,,,,,,,,0
1.75999996066093,0.119999997317791,1.48275355479268,243.260034054974,4111,5,81000000,0,81000000,False,422480,81,,,,,,,,,,
1.719999961555,0.03999999910593,1.40702180261175,218.287991266376,4580,5,82000000,0,82000000,False,427060,82,,,,,,,,,,
1.47999996691942,0.03999999910593,0.423539147159668,188.303463855422,5312,5,83000000,0,83000000,False,432372,83,,,,,,,,,,
1.719999961555,0.079999998211861,0.941839694700314,197.510659297276,5066,5,84000000,0,84000000,False,437438,84,,,,,,,,,,
1.75999996066093,0.03999999910593,0.573414882427099,152.852118060866,6539,5,85000000,0,85000000,False,443977,85,,,,,,,,,,
1.719999961555,0.079999998211861,0.875863894796005,191.12748470948,5232,5,86000000,0,86000000,False,449209,86,,,,,,,,,,
1.719999961555,0.03999999910593,1.16543833621121,222.50756564308,4494,5,87000000,0,87000000,False,453703,87,,,,,,,,,,
1.63999996334314,0.159999996423721,1.42801100394803,250.823927765237,3987,5,88000000,0,88000000,False,457690,88,,,,,,,,,,
1.79999995976686,0.159999996423721,1.47760184050932,234.222716627635,4270,5,89000000,0,89000000,False,461960,89,,,,,,,,,,
1.99999995529652,0.03999999910593,1.27783758362763,208.714464621165,4791,5,90000000,0,90000000,False,466751,90,,,,,,,,,,
2.11999995261431,0.159999996423721,1.48689426049778,233.77174929841,4276,5,91000000,0,91000000,False,471027,91,,,,,,,,,,
1.8399999588728,0.079999998211861,1.46944508467412,242.434213714563,4127,5,92000000,0,92000000,False,475154,92,,,,,,,,,,
1.8399999588728,0.119999997317791,1.45013449673495,249.139262580967,4014,5,93000000,0,93000000,False,479168,93,,,,,,,,,,
1.8399999588728,0.119999997317791,1.49592890808818,246.762398223538,4053,5,94000000,0,94000000,False,483221,94,,,,,,,,,,
1.95999995619059,0.119999997317791,1.39069811055284,251.000502260171,3982,5,95000000,0,95000000,False,487203,95,,,,,,,,,,
2.03999995440245,0.119999997317791,1.32538595085446,221.737799467613,4508,5,96000000,0,96000000,False,491711,96,,,,,,,,,,
1.99999995529652,0.119999997317791,1.48037371745431,217.496305953933,4602,5,97000000,0,97000000,False,496313,97,,,,,,,,,,
1.87999995797873,0.159999996423721,1.48046996690892,249.95425,4000,5,98000000,0,98000000,False,500313,98,,,,,,,,,,
2.03999995440245,0.119999997317791,1.29848087375447,216.782335069444,4608,5,99000000,0,99000000,False,504921,99,,,,,,,,,,
1.719999961555,0.119999997317791,1.05464337224675,215.668174962293,4641,5,100000000,0,100000000,False,509562,100,,,,,,,,,,
1.719999961555,0.03999999910593,0.343420104626157,102.006636038795,9795,22,101000384,0,101000384,False,519357,101,,,,,,,,,,
1.67999996244907,0.03999999910593,0.274601763773677,88.5409734513274,11300,22,102000768,0,102000768,False,530657,102,,,,,,,,,,
1.59999996423721,0.03999999910593,0.302205096759874,96.3039961482908,10385,22,103001152,0,103001152,False,541042,103,,,,,,,,,,
1.59999996423721,0.03999999910593,0.323213100978242,99.9289639324608,10009,22,104001536,0,104001536,False,551051,104,,,,,,,,,,
1.67999996244907,0.03999999910593,0.321554365741709,100.486595039663,9959,22,105001920,0,105001920,False,561010,105,,,,,,,,,,
1.95999995619059,0.03999999910593,0.30817147167701,97.2260134149898,10287,22,106002304,0,106002304,False,571297,106,,,,,,,,,,
1.59999996423721,0.03999999910593,0.299858789139956,98.0461855265738,10198,22,107002688,0,107002688,False,581495,107,,,,,,,,,,
1.55999996513128,0.03999999910593,0.314442686945664,98.5735525797558,10156,22,108003072,0,108003072,False,591651,108,,,,,,,,,,
2.11999995261431,0.03999999910593,0.303214561710354,98.9764449722882,10104,22,109003456,0,109003456,False,601755,109,,,,,,,,,,
1.51999996602535,0.03999999910593,0.290320966970627,95.8750598831082,10437,22,110003840,0,110003840,False,612192,110,,,,,,,,,,
1.59999996423721,0.03999999910593,0.316978749799316,98.4151258851298,10168,22,111004224,0,111004224,False,622360,111,,,,,,,,,,
1.59999996423721,0.03999999910593,0.30904477794937,97.5961557225095,10249,22,112004608,0,112004608,False,632609,112,,,,,,,,,,
1.719999961555,0.03999999910593,0.302661590193161,97.5730720483572,10257,22,113004992,0,113004992,False,642866,113,,,,,,,,,,
1.99999995529652,0.03999999910593,0.303114418232034,95.5515725074085,10461,22,114005376,0,114005376,False,653327,114,,,,,,,,,,
1.99999995529652,0.03999999910593,0.318199007666023,98.5863054187192,10150,22,115005760,0,115005760,False,663477,115,,,,,,,,,,
1.75999996066093,0.03999999910593,0.309698924135844,98.0971854467,10197,22,116006144,0,116006144,False,673674,116,,,,,,,,,,
1.8399999588728,0.03999999910593,0.308143391538573,97.219275235597,10293,22,117006528,0,117006528,False,683967,117,,,,,,,,,,
1.35999996960163,0.03999999910593,0.303799778972522,97.3382997370728,10269,22,118006912,0,118006912,False,694236,118,,,,,,,,,,
1.55999996513128,0.03999999910593,0.311721691145685,98.3238011006289,10176,22,119007296,0,119007296,False,704412,119,,,,,,,,,,
1.67999996244907,0.03999999910593,0.302742116920467,97.2348308051342,10284,22,120007680,0,120007680,False,714696,120,,,,,,,,,,
1.87999995797873,0.03999999910593,0.301411527964784,97.8323558162268,10230,22,121008064,0,121008064,False,724926,121,,,,,,,,,,
1.67999996244907,0.03999999910593,0.307142570110706,98.13885075505,10198,22,122008448,0,122008448,False,735124,122,,,,,,,,,,
1.719999961555,0.03999999910593,0.307647514760049,98.3110739575138,10168,22,123008832,0,123008832,False,745292,123,,,,,,,,,,
1.79999995976686,0.03999999910593,0.322625490796726,99.7229083665339,10040,22,124009216,0,124009216,False,755332,124,,,,,,,,,,
1.55999996513128,0.03999999910593,0.294050626338849,95.9474491752973,10428,22,125009600,0,125009600,False,765760,125,,,,,,,,,,
1.79999995976686,0.03999999910593,0.311578733193153,98.3771653543307,10160,22,126009984,0,126009984,False,775920,126,,,,,,,,,,
1.59999996423721,0.03999999910593,0.311483762773992,98.1669118368147,10197,22,127010368,0,127010368,False,786117,127,,,,,,,,,,
1.67999996244907,0.03999999910593,0.312084561291507,98.794507014424,10122,22,128010752,0,128010752,False,796239,128,,,,,,,,,,
1.719999961555,0.03999999910593,0.323226645980773,101.012619888945,9905,22,129011136,0,129011136,False,806144,129,,,,,,,,,,
1.95999995619059,0.03999999910593,0.309235963338206,96.6063942818507,10353,22,130011520,0,130011520,False,816497,130,,,,,,,,,,
1.95999995619059,0.03999999910593,0.295396682075712,95.8106038855393,10449,22,131011904,0,131011904,False,826946,131,,,,,,,,,,
1.79999995976686,0.03999999910593,0.309005453311598,97.5198907956318,10256,22,132012288,0,132012288,False,837202,132,,,,,,,,,,
1.59999996423721,0.03999999910593,0.311229750625179,98.1734223181863,10189,22,133012672,0,133012672,False,847391,133,,,,,,,,,,
1.63999996334314,0.03999999910593,0.321259523465889,99.0950589167244,10099,22,134013056,0,134013056,False,857490,134,,,,,,,,,,
1.99999995529652,0.03999999910593,0.311068411004342,98.0288178788473,10202,22,135013440,0,135013440,False,867692,135,,,,,,,,,,
1.87999995797873,0.03999999910593,0.303765245970341,96.8675188843696,10326,22,136013824,0,136013824,False,878018,136,,,,,,,,,,
1.59999996423721,0.03999999910593,0.310962735225298,99.4300049677099,10065,22,137014208,0,137014208,False,888083,137,,,,,,,,,,
1.63999996334314,0.03999999910593,0.308617406326606,96.956079115765,10314,22,138014592,0,138014592,False,898397,138,,,,,,,,,,
1.59999996423721,0.03999999910593,0.314921697619029,99.1339940535183,10090,22,139014976,0,139014976,False,908487,139,,,,,,,,,,
1.719999961555,0.03999999910593,0.315571875392805,99.2923947577443,10072,22,140015360,0,140015360,False,918559,140,,,,,,,,,,
1.75999996066093,0.03999999910593,0.309139617978551,99.297608415203,10077,22,141015744,0,141015744,False,928636,141,,,,,,,,,,
1.59999996423721,0.03999999910593,0.314869257885656,98.7247163295511,10135,22,142016128,0,142016128,False,938771,142,,,,,,,,,,
1.67999996244907,0.03999999910593,0.31771977311819,98.1812205651491,10192,22,143016512,0,143016512,False,948963,143,,,,,,,,,,
1.59999996423721,0.03999999910593,0.31678652090342,99.0279346210996,10095,22,144016896,0,144016896,False,959058,144,,,,,,,,,,
1.719999961555,0.03999999910593,0.299854461135122,97.132531289415,10307,22,145017280,0,145017280,False,969365,145,,,,,,,,,,
1.51999996602535,0.03999999910593,0.304008464517935,96.2878321139777,10388,22,146017664,0,146017664,False,979753,146,,,,,,,,,,
1.59999996423721,0.03999999910593,0.30729803234704,98.0513725490196,10200,22,147018048,0,147018048,False,989953,147,,,,,,,,,,
1.67999996244907,0.03999999910593,0.297240171409193,96.7568221405071,10334,22,148018432,0,148018432,False,1000287,148,,,,,,,,,,
1.59999996423721,0.03999999910593,0.30554929728652,98.7412891126246,10131,22,149018816,0,149018816,False,1010418,149,,,,,,,,,,
1.59999996423721,0.03999999910593,0.286854748029258,95.1061081029733,10527,22,150019200,0,150019200,False,1020945,150,,,,,,,,,,
1.43999996781349,0.03999999910593,0.308813485939214,98.0924691115905,10198,22,151019584,0,151019584,False,1031143,151,,,,,,,,,,
1.59999996423721,0.03999999910593,0.309777471160897,96.3527598497255,10381,22,152019968,0,152019968,False,1041524,152,,,,,,,,,,
2.03999995440245,0.03999999910593,0.310627965492137,97.0762884596719,10303,22,153020352,0,153020352,False,1051827,153,,,,,,,,,,
1.75999996066093,0.03999999910593,0.313600617319814,97.6183786947615,10251,22,154020736,0,154020736,False,1062078,154,,,,,,,,,,
1.67999996244907,0.03999999910593,0.309163417214173,97.2937743190662,10280,22,155021120,0,155021120,False,1072358,155,,,,,,,,,,
1.79999995976686,0.03999999910593,0.317824596548485,100.360224764198,9966,22,156021504,0,156021504,False,1082324,156,,,,,,,,,,
1.55999996513128,0.03999999910593,0.305877736109808,97.9372061128527,10208,22,157021888,0,157021888,False,1092532,157,,,,,,,,,,
1.67999996244907,0.03999999910593,0.306160117525229,97.302759424796,10292,22,158022272,0,158022272,False,1102824,158,,,,,,,,,,
1.719999961555,0.03999999910593,0.311356776960232,98.5574933490984,10149,22,159022656,0,159022656,False,1112973,159,,,,,,,,,,
1.67999996244907,0.03999999910593,0.307595028035499,97.0316136539953,10312,22,160023040,0,160023040,False,1123285,160,,,,,,,,,,
1.67999996244907,0.03999999910593,0.297469650599312,97.0964171278765,10299,22,161023424,0,161023424,False,1133584,161,,,,,,,,,,
1.63999996334314,0.03999999910593,0.306174320238387,97.2514818773686,10291,22,162023808,0,162023808,False,1143875,162,,,,,,,,,,
1.55999996513128,0.03999999910593,0.310573367182293,98.7139050626665,10133,22,163024192,0,163024192,False,1154008,163,,,,,,,,,,
1.79999995976686,0.03999999910593,0.313612174948587,96.3533153430995,10376,22,164024576,0,164024576,False,1164384,164,,,,,,,,,,
1.63999996334314,0.03999999910593,0.302290664848697,97.5372843357052,10259,22,165024960,0,165024960,False,1174643,165,,,,,,,,,,
1.55999996513128,0.03999999910593,0.318956583870366,99.6101154918359,10044,22,166025344,0,166025344,False,1184687,166,,,,,,,,,,
1.91999995708466,0.03999999910593,0.319174115371064,98.3941598662865,10171,22,167025728,0,167025728,False,1194858,167,,,,,,,,,,
1.719999961555,0.03999999910593,0.307702446812548,96.9973814373,10311,22,168026112,0,168026112,False,1205169,168,,,,,,,,,,
1.67999996244907,0.03999999910593,0.307507989637274,96.9883687118348,10317,22,169026496,0,169026496,False,1215486,169,,,,,,,,,,
1.75999996066093,0.03999999910593,0.314527770747534,99.2108134920635,10080,22,170026880,0,170026880,False,1225566,170,,,,,,,,,,
1.79999995976686,0.03999999910593,0.312269098951195,98.43090390479,10167,22,171027264,0,171027264,False,1235733,171,,,,,,,,,,
1.59999996423721,0.03999999910593,0.311504970589537,97.6316611360531,10246,22,172027648,0,172027648,False,1245979,172,,,,,,,,,,
1.95999995619059,0.03999999910593,0.315457970298458,99.3590303993642,10066,22,173028032,0,173028032,False,1256045,173,,,,,,,,,,
1.59999996423721,0.03999999910593,0.308146825557615,98.695579238208,10134,22,174028416,0,174028416,False,1266179,174,,,,,,,,,,
1.79999995976686,0.03999999910593,0.319643064842587,100.304090635653,9974,22,175028800,0,175028800,False,1276153,175,,,,,,,,,,
1.63999996334314,0.03999999910593,0.299904187254973,97.7799393880145,10229,22,176029184,0,176029184,False,1286382,176,,,,,,,,,,
1.59999996423721,0.03999999910593,0.31258937546162,98.5852457401753,10153,22,177029568,0,177029568,False,1296535,177,,,,,,,,,,
1.79999995976686,0.03999999910593,0.306812493142206,97.70078125,10240,22,178029952,0,178029952,False,1306775,178,,,,,,,,,,
1.8399999588728,0.03999999910593,0.308583853862107,98.8894382911392,10112,22,179030336,0,179030336,False,1316887,179,,,,,,,,,,
1.59999996423721,0.03999999910593,0.308487296730895,98.7804564766327,10121,22,180030720,0,180030720,False,1327008,180,,,,,,,,,,
1.47999996691942,0.03999999910593,0.304415279087944,95.9354467962839,10441,22,181031104,0,181031104,False,1337449,181,,,,,,,,,,
1.67999996244907,0.03999999910593,0.307414445526045,98.0012746347681,10199,22,182031488,0,182031488,False,1347648,182,,,,,,,,,,
1.59999996423721,0.03999999910593,0.314787144666745,96.8232391640867,10336,22,183031872,0,183031872,False,1357984,183,,,,,,,,,,
1.75999996066093,0.03999999910593,0.303231806995277,97.0337536372454,10310,22,184032256,0,184032256,False,1368294,184,,,,,,,,,,
1.67999996244907,0.03999999910593,0.298838303941879,96.7062916787475,10347,22,185032640,0,185032640,False,1378641,185,,,,,,,,,,
1.59999996423721,0.03999999910593,0.309549791130476,98.5648704561127,10151,22,186033024,0,186033024,False,1388792,186,,,,,,,,,,
1.59999996423721,0.03999999910593,0.305583906549404,96.6453982985306,10344,22,187033408,0,187033408,False,1399136,187,,,,,,,,,,
1.75999996066093,0.03999999910593,0.309392475173066,98.2103248601433,10189,22,188033792,0,188033792,False,1409325,188,,,,,,,,,,
1.51999996602535,0.03999999910593,0.310949185645254,98.4585466719181,10156,22,189034176,0,189034176,False,1419481,189,,,,,,,,,,
1.47999996691942,0.03999999910593,0.314263002957262,96.9512549665665,10319,22,190034560,0,190034560,False,1429800,190,,,,,,,,,,
1.55999996513128,0.03999999910593,0.312359898306294,98.6604183109708,10136,22,191034944,0,191034944,False,1439936,191,,,,,,,,,,
1.67999996244907,0.03999999910593,0.310083558528702,96.1348573624051,10411,22,192035328,0,192035328,False,1450347,192,,,,,,,,,,
1.51999996602535,0.03999999910593,0.304507745131706,96.9414728682171,10320,22,193035712,0,193035712,False,1460667,193,,,,,,,,,,
1.67999996244907,0.03999999910593,0.308976494912734,98.2697866483138,10171,22,194036096,0,194036096,False,1470838,194,,,,,,,,,,
1.79999995976686,0.03999999910593,0.309671851242659,98.1069644431384,10209,22,195036480,0,195036480,False,1481047,195,,,,,,,,,,
1.67999996244907,0.03999999910593,0.313415534196417,97.871892738305,10218,22,196036864,0,196036864,False,1491265,196,,,,,,,,,,
1.59999996423721,0.03999999910593,0.298399221874134,96.4697203471553,10370,22,197037248,0,197037248,False,1501635,197,,,,,,,,,,
1.59999996423721,0.03999999910593,0.296853023816203,97.975717223147,10213,22,198037632,0,198037632,False,1511848,198,,,,,,,,,,
1.8399999588728,0.03999999910593,0.310781711093878,96.6706928205624,10349,22,199038016,0,199038016,False,1522197,199,,,,,,,,,,
1.8399999588728,0.03999999910593,0.30970399772064,96.7071000193461,10338,22,200038400,0,200038400,True,1532535,200,,,,,,,,,,
